Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,A,O,72,23,74,56,43
M,B,Y,20,76,59,16,61
F,B,M,63,50,65,49,54
M,C,O,97,110,56,75,55
F,B,M,45,59,61,35,42
M,B,Y,23,112,69,18,63
F,A,U,15,109,29,12,29
M,D,U,11,92,18,9,46
F,B,M,47,55,58,37,48
M,E,O,73,66,71,57,31
F,E,Y,30,88,74,23,26
M,A,U,14,78,28,11,29
F,B,M,41,52,72,32,24
F,A,O,87,24,67,68,47
F,B,Y,23,68,68,18,53
F,E,U,208,107,16,162,31
F,D,O,82,32,84,64,23
F,A,Y,21,63,72,16,30
M,D,Y,30,97,80,23,40
F,E,Y,29,81,65,23,29
F,E,M,49,47,66,38,47
F,C,U,5,101,26,4,29
F,D,O,96,40,72,75,18
F,C,O,82,35,74,64,29
F,D,M,46,53,65,36,35
F,B,M,42,46,76,33,26
M,C,O,82,54,77,64,52
F,E,Y,16,82,64,12,43
M,C,M,42,63,49,33,47
F,B,U,8,95,9,6,41
F,A,Y,26,70,65,20,31
M,B,O,72,70,71,56,27
M,C,U,13,31,15,10,40
M,C,M,51,99,63,40,22
M,E,M,57,54,61,44,27
F,E,M,58,43,58,45,49
F,E,O,90,22,77,70,48
M,D,O,93,88,75,72,19
M,C,M,62,40,70,48,35
M,E,Y,38,97,53,30,42
F,E,M,55,62,66,43,38
F,B,U,5,94,23,4,41
M,A,M,47,52,57,37,37
F,A,O,85,38,74,66,46
F,E,M,51,44,58,40,38
M,D,M,56,55,66,44,31
F,A,U,14,97,27,11,29
M,E,U,12,38,20,9,44
M,B,Y,30,26,70,23,33
M,E,M,62,95,54,48,34
M,B,Y,17,30,80,13,35
M,C,O,66,41,59,51,28
F,C,U,7,101,17,5,44
F,D,Y,28,90,62,22,41
F,C,M,53,62,53,41,50
M,E,M,57,23,61,44,35
M,C,O,84,47,74,65,57
F,A,M,44,55,60,34,36
M,D,Y,37,85,65,29,38
F,B,U,8,113,18,6,26
F,A,O,96,38,57,75,49
F,B,Y,33,97,67,26,24
M,C,O,97,21,52,75,31
F,D,M,60,56,66,47,30
F,C,O,83,20,69,65,59
M,E,O,97,62,63,75,41
F,B,Y,33,100,64,26,51
M,D,Y,201,75,75,156,22
F,D,U,7,97,19,5,48
M,E,U,6,27,19,5,44
M,E,Y,25,62,76,19,45
F,A,O,71,40,56,55,43
F,E,U,12,102,29,9,27
F,D,Y,20,79,62,16,43
M,C,O,97,68,56,75,49
F,E,O,86,41,70,67,38
F,A,U,12,114,16,9,28
M,A,Y,37,59,64,29,34
F,D,U,7,94,13,5,48
F,C,Y,23,87,70,18,36
F,B,O,99,42,74,77,60
F,B,O,81,27,64,63,59
F,D,M,45,49,61,35,35
M,A,M,52,89,66,40,38
F,A,Y,19,67,56,15,30
M,C,U,7,80,23,5,28
M,E,O,90,86,74,70,27
F,B,O,81,23,60,63,33
M,E,O,79,117,83,61,35
M,C,M,59,100,69,46,27
M,B,Y,23,68,82,18,20
M,D,M,57,118,50,44,31
M,C,U,9,24,13,7,50
F,D,Y,30,76,60,23,40
M,B,U,8,75,19,6,31
F,B,O,75,23,63,58,34
F,A,M,59,44,61,46,40
M,B,U,13,22,10,10,18
F,E,M,44,56,67,34,29
M,E,Y,20,77,65,16,43
M,B,M,53,101,71,41,51
M,D,U,10,85,11,8,47
F,A,U,7,120,21,5,27
M,A,O,69,40,62,54,42
F,A,U,11,104,24,9,28
M,C,M,54,75,56,42,30
F,E,Y,30,60,55,23,37
M,A,U,6,103,26,5,27
F,D,U,7,107,20,5,48
M,C,M,50,92,56,39,21
F,E,U,11,112,14,9,35
M,C,M,52,32,69,40,44
M,A,M,61,75,57,47,40
M,A,M,43,82,70,33,36
M,B,M,46,35,55,36,37
M,C,U,6,79,31,5,38
F,D,M,40,57,51,31,37
M,D,O,70,43,66,54,27
M,C,O,78,105,59,61,60
F,B,Y,31,68,66,24,34
F,A,Y,36,87,60,28,34
M,D,U,13,89,34,10,46
F,D,O,92,39,66,72,19
M,A,M,58,90,74,45,39
F,C,M,56,49,62,44,34
M,B,O,80,30,66,62,69
F,D,M,62,49,53,48,29
F,E,U,10,98,20,8,38
M,D,O,77,71,54,60,24
M,B,O,75,67,71,58,59
F,B,M,47,58,65,37,61
F,B,M,46,61,56,36,17
M,E,O,86,85,65,67,28
M,E,Y,35,91,71,27,49
F,B,Y,30,81,66,23,63
F,A,O,82,23,76,64,45
F,E,Y,20,95,72,16,30
M,C,Y,25,57,75,19,46
M,A,O,208,60,63,162,36
F,C,M,57,52,75,44,42
M,A,O,80,29,63,62,45
F,D,M,45,61,62,35,35
M,A,U,7,48,21,5,27
M,C,Y,28,47,58,22,43
F,D,Y,33,83,52,26,39
M,A,O,70,36,69,54,43
F,A,O,66,36,74,51,41
F,D,M,51,46,87,40,33
M,E,M,61,105,63,47,34
M,A,M,49,105,67,38,37
F,C,M,59,48,63,46,54
M,C,Y,32,84,72,25,34
F,C,O,69,34,65,54,42
F,D,M,57,60,71,44,31
F,C,Y,22,82,69,17,26
M,A,Y,26,94,58,20,31
F,B,O,93,44,77,72,56
M,A,O,67,104,69,52,42
M,C,U,9,69,20,7,31
F,B,Y,18,65,69,14,53
M,E,U,13,29,20,10,33
M,E,U,5,23,25,4,36
F,E,U,5,95,27,4,41
M,E,M,54,98,60,42,35
M,B,Y,29,113,84,23,35
F,B,O,78,37,73,61,48
M,E,M,54,72,60,42,48
F,A,Y,23,92,74,18,31
M,E,M,50,30,67,39,46
F,D,U,8,111,19,6,47
M,D,U,8,58,23,6,47
F,B,M,59,56,53,46,48
M,E,U,10,40,18,8,33
M,C,M,45,115,72,35,46
M,D,Y,17,53,55,13,44
F,E,O,95,41,62,74,41
M,B,Y,33,40,65,26,63
F,A,U,5,100,18,4,26
M,D,Y,33,107,61,26,39
F,A,M,46,61,56,36,37
M,E,O,98,100,74,76,36
M,C,U,11,95,18,9,26
M,B,U,6,87,22,5,66
M,C,O,73,39,68,57,47
M,B,U,13,22,23,10,22
M,A,M,59,22,49,46,40
M,E,U,13,52,16,10,40
M,E,Y,21,45,52,16,46
F,E,U,10,119,15,8,49
M,E,U,8,45,21,6,36
M,D,O,80,52,64,62,23
M,B,U,13,64,9,10,27
F,A,O,85,23,55,66,46
F,D,U,6,118,24,5,48
M,E,O,78,111,73,61,38
F,E,Y,35,85,75,27,46
M,D,U,7,45,23,5,48
F,D,O,87,43,79,68,21
M,E,O,97,101,69,75,32
F,C,U,10,104,19,8,38
F,B,O,74,29,57,58,44
F,D,Y,33,90,72,26,39
F,D,M,41,51,72,32,36
F,E,O,74,33,61,58,27
F,D,M,61,49,65,47,30
M,E,U,8,50,24,6,49
M,E,Y,23,58,71,18,45
M,A,U,10,36,20,8,27
F,A,Y,38,92,47,30,35
F,D,O,74,35,53,58,25
M,A,Y,19,51,76,15,30
F,D,M,47,53,58,37,34
M,E,Y,21,102,58,16,43
F,B,M,50,55,75,39,32
M,B,M,57,55,66,44,17
M,D,Y,20,107,66,16,43
M,C,U,7,31,19,5,26
M,C,Y,17,98,77,13,49
M,E,M,61,79,72,47,39
M,A,O,85,103,49,66,46
F,E,M,44,64,54,34,42
M,A,Y,35,48,69,27,34
F,A,Y,208,79,61,162,72
F,D,Y,26,83,71,20,41
F,E,Y,17,99,52,13,27
M,A,M,52,34,57,40,38
F,B,U,6,105,15,5,29
F,D,U,10,92,22,8,47
F,B,U,10,95,17,8,45
M,A,O,69,49,80,54,42
M,C,O,81,90,66,63,29
M,B,Y,36,73,57,28,39
M,C,U,6,73,18,5,55
M,C,O,75,44,78,58,31
F,A,Y,32,77,62,25,33
F,A,M,45,48,77,35,36
F,E,U,12,92,9,9,33
F,C,Y,25,95,55,19,29
F,B,U,10,97,14,8,21
F,A,O,80,31,61,62,45
F,B,M,61,64,59,47,59
F,D,M,49,42,48,38,34
F,E,Y,38,64,54,30,44
M,D,O,97,30,70,75,18
M,B,O,204,104,60,159,50
F,C,U,13,118,31,10,51
M,C,O,71,81,71,55,31
M,B,U,11,71,13,9,17
M,E,U,11,57,16,9,43
F,E,O,93,35,81,72,34
F,C,M,59,58,45,46,45
M,D,O,90,28,72,70,20
F,E,U,13,92,24,10,41
F,D,Y,22,81,53,17,43
F,E,Y,18,76,63,14,42
F,A,Y,22,79,54,17,31
M,C,M,55,80,69,43,23
F,A,U,200,91,14,156,64
M,D,Y,27,104,64,21,41
M,E,Y,35,111,73,27,38
M,E,U,9,32,22,7,48
F,C,U,7,116,22,5,47
F,C,O,82,36,69,64,38
F,C,Y,23,64,72,18,55
F,E,O,74,27,66,58,42
M,A,U,10,41,33,8,27
M,B,O,87,74,79,68,69
M,D,Y,33,113,66,26,39
M,A,M,55,54,60,43,39
M,C,M,63,83,53,49,47
F,D,U,12,97,25,9,46
M,B,Y,22,90,68,17,43
F,A,O,77,36,63,60,44
F,D,Y,38,63,74,30,37
F,C,Y,35,81,56,27,31
M,C,M,42,86,65,33,29
F,B,Y,22,72,66,17,45
F,A,U,9,112,20,7,27
M,C,U,14,81,21,11,43
F,C,U,15,119,25,12,30
F,D,Y,25,96,68,19,42
F,B,M,45,48,67,35,48
M,B,M,46,55,59,36,39
F,B,Y,33,97,57,26,49
M,C,O,73,112,71,57,52
M,D,M,48,69,43,37,34
F,B,U,5,103,10,4,67
M,E,U,8,41,14,6,41
F,D,M,51,65,65,40,33
M,A,Y,24,119,71,19,31
F,D,Y,33,61,58,26,39
F,A,M,53,41,63,41,38
M,B,U,11,52,23,9,23
M,E,O,70,97,63,54,27
F,B,U,13,99,14,10,67
F,A,O,94,33,68,73,49
M,C,M,61,96,55,47,35
M,A,O,89,66,80,69,47
M,A,U,11,24,21,9,28
M,C,U,6,67,21,5,24
M,B,U,15,72,19,12,23
M,A,M,44,68,63,34,36
M,D,O,88,47,69,68,21
M,C,U,13,78,5,10,37
F,B,M,60,43,65,47,63
F,B,M,56,43,55,44,33
M,E,M,49,54,63,38,46
M,D,Y,31,32,61,24,40
M,C,O,75,73,80,58,54
M,D,O,93,78,58,72,19
F,C,O,95,41,60,74,21
F,C,Y,36,83,59,28,54
F,D,O,91,38,68,71,20
F,D,O,71,32,69,55,26
F,C,O,76,27,52,59,59
F,D,U,5,92,16,4,48
F,B,M,43,58,66,33,62
M,B,O,71,88,54,55,28
F,C,U,8,114,28,6,58
F,C,Y,26,80,65,20,51
F,D,Y,17,61,68,13,44
M,A,Y,30,56,61,23,33
F,B,U,15,112,29,12,59
M,C,M,51,111,66,40,55
M,B,Y,38,102,66,30,69
M,D,U,10,66,10,8,47
M,D,Y,30,93,63,23,40
F,B,Y,39,84,50,30,43
F,E,O,77,24,65,60,31
M,D,M,62,68,66,48,29
F,C,O,81,44,79,63,25
F,C,Y,37,73,61,29,22
F,C,U,201,107,19,156,54
F,A,Y,20,65,57,16,30
F,D,U,11,117,24,9,46
M,D,U,13,106,16,10,46
F,E,Y,28,79,68,22,39
M,B,O,90,87,82,70,32
M,A,Y,22,43,58,17,31
M,C,M,57,75,80,44,40
F,E,O,94,30,68,73,26
M,D,M,48,33,60,37,34
M,E,O,201,96,69,156,26
F,A,M,54,47,45,42,39
M,C,O,84,89,63,65,55
M,D,U,13,92,20,10,46
M,E,O,69,113,61,54,34
M,A,Y,18,75,79,14,29
M,B,O,98,47,69,76,63
F,A,U,11,93,22,9,28
F,A,O,79,32,60,61,45
M,B,Y,19,73,73,15,37
M,B,Y,36,26,58,28,42
F,D,Y,22,83,69,17,43
F,E,M,44,65,56,34,29
F,E,U,6,101,28,5,43
M,C,M,63,108,58,49,35
F,D,M,51,50,64,40,33
M,C,U,8,99,18,6,60
M,D,O,78,118,70,61,24
F,D,Y,38,68,66,30,37
M,E,O,79,82,70,61,50
F,A,Y,30,78,69,23,33
F,B,M,61,52,66,47,21
M,E,O,202,117,67,157,48
M,C,O,76,78,59,59,59
M,A,Y,37,112,58,29,34
F,E,Y,36,84,53,28,28
F,B,Y,20,81,69,16,42
M,E,M,55,82,74,43,29
F,C,Y,32,94,63,25,60
F,D,O,81,39,70,63,23
M,B,U,8,65,16,6,39
M,A,O,93,113,73,72,48
F,C,U,9,117,30,7,33
F,E,O,85,40,71,66,41
F,A,U,7,109,25,5,27
F,B,M,41,43,68,32,66
M,E,Y,25,95,68,19,41
F,D,M,54,49,53,42,32
M,A,O,72,108,68,56,43
M,A,M,54,103,64,42,39
M,B,Y,33,43,66,26,16
F,E,Y,21,65,88,16,39
F,D,Y,34,74,68,26,39
F,E,O,92,37,85,72,32
F,A,M,59,41,55,46,40
M,A,M,61,30,58,47,40
M,D,M,60,96,63,47,30
F,B,M,57,49,67,44,20
M,E,Y,32,70,62,25,47
M,B,Y,25,35,71,19,32
F,B,Y,36,98,78,28,63
M,B,U,11,34,36,9,42
F,A,Y,25,82,63,19,31
F,A,Y,27,84,53,21,32
M,C,O,99,43,60,77,43
M,B,U,12,59,25,9,16
F,B,U,14,115,23,11,63
M,D,U,10,76,13,8,47
M,A,U,11,72,17,9,28
F,E,Y,33,93,75,26,33
F,E,M,48,45,57,37,40
M,A,M,49,50,62,38,37
M,B,U,14,100,21,11,52
F,A,M,47,58,68,37,37
M,D,U,8,79,25,6,47
M,C,U,8,41,28,6,41
M,D,O,86,69,72,67,21
M,E,M,50,34,54,39,48
M,E,U,15,59,14,12,25
M,A,U,9,24,24,7,27
M,E,U,9,38,29,7,29
M,C,O,79,114,63,61,31
M,E,O,66,82,56,51,31
M,A,U,11,51,28,9,28
M,A,U,10,113,9,8,27
M,A,M,41,62,59,32,35
M,B,M,50,84,73,39,30
F,A,Y,26,71,82,20,31
M,E,O,81,65,68,63,30
F,A,M,53,51,55,41,38
F,C,M,48,48,64,37,42
F,E,M,58,63,65,45,47
F,B,Y,28,82,66,22,60
F,E,Y,28,82,66,22,32
M,A,O,73,44,51,57,43
M,D,O,70,52,65,54,27
F,C,O,92,42,58,72,24
M,E,U,7,53,18,5,43
M,A,M,61,75,74,47,40
M,E,O,84,87,65,65,44
F,E,U,8,106,15,6,42
M,B,U,6,51,26,5,22
M,D,Y,31,42,54,24,40
M,B,O,85,49,69,66,46
M,C,M,52,92,71,40,23
F,B,Y,20,75,73,16,49
F,E,Y,20,95,65,16,37
F,A,O,78,27,79,61,45
F,B,M,63,47,51,49,34
F,E,U,7,115,23,5,35
M,E,Y,30,111,44,23,47
M,C,Y,32,51,65,25,33
F,D,M,57,53,67,44,31
M,A,U,9,84,14,7,27
F,E,Y,19,86,64,15,48
M,B,M,55,44,70,43,26
F,C,M,209,57,72,163,31
M,A,Y,33,49,54,26,33
F,E,O,89,37,74,69,31
F,D,Y,32,71,63,25,39
M,B,Y,17,81,68,13,27
F,D,Y,34,60,73,26,39
M,B,U,13,103,22,10,33
M,C,U,14,21,15,11,27
M,E,Y,26,87,73,20,48
M,E,U,11,46,14,9,28
M,B,U,5,104,25,4,17
M,B,M,47,68,58,37,62
F,B,Y,31,71,56,24,34
M,A,Y,20,31,73,16,30
M,D,Y,32,54,63,25,39
M,B,U,12,24,23,9,47
F,B,Y,17,83,56,13,31
M,C,M,46,74,66,36,53
F,D,U,14,108,27,11,45
F,A,O,89,35,56,69,47
M,E,Y,39,81,64,30,29
F,C,M,57,48,69,44,23
F,B,M,64,50,56,50,21
M,C,U,6,34,15,5,49
F,A,Y,35,65,65,27,34
M,E,M,61,73,61,47,49
F,D,U,12,100,25,9,46
M,B,Y,35,48,68,27,46
M,E,Y,17,100,71,13,38
F,A,O,77,27,58,60,44
F,C,U,11,112,12,9,46
M,C,M,51,74,55,40,36
F,A,M,48,50,62,37,37
F,E,Y,37,88,74,29,31
M,B,Y,18,24,52,14,32
F,E,Y,29,68,67,23,46
F,D,O,78,32,81,61,24
F,C,M,208,57,58,162,29
M,B,U,9,46,18,7,38
M,B,M,41,27,53,32,31
F,B,M,41,64,62,32,45
M,E,U,12,29,30,9,40
F,D,Y,20,88,58,16,43
M,C,O,88,30,66,68,44
F,B,O,70,33,61,54,52
F,D,O,68,21,64,53,27
M,B,O,90,94,72,70,19
M,A,M,43,108,81,33,36
M,D,U,10,91,16,8,47
F,B,O,76,31,60,59,39
F,B,O,206,38,79,160,56
F,B,Y,22,68,60,17,25
F,D,Y,23,95,59,18,42
M,E,U,6,39,24,5,42
M,C,Y,34,37,64,26,56
M,B,Y,27,59,76,21,64
F,C,M,45,44,70,35,38
M,D,M,62,89,63,48,29
M,B,U,15,37,16,12,32
M,A,O,208,40,77,162,44
F,E,U,7,108,14,5,48
M,E,Y,25,119,70,19,32
M,A,U,10,81,19,8,27
F,E,Y,35,74,65,27,47
F,D,U,8,104,27,6,47
M,B,Y,36,22,75,28,68
F,C,U,14,95,25,11,25
M,E,Y,37,48,68,29,47
M,C,Y,29,87,47,23,50
F,E,M,49,44,62,38,36
M,C,M,44,72,61,34,26
M,E,O,86,91,61,67,41
F,D,O,86,37,83,67,21
M,E,O,77,115,76,60,49
F,E,M,48,40,56,37,26
M,D,U,12,48,21,9,46
F,B,O,76,20,55,59,37
M,C,M,56,90,59,44,21
M,D,U,11,38,25,9,46
F,D,M,48,60,64,37,34
F,A,M,46,62,58,36,37
M,C,U,12,52,26,9,60
M,E,U,11,38,19,9,34
F,A,Y,28,62,78,22,32
M,C,O,99,74,73,77,58
M,E,Y,25,117,61,19,25
M,E,U,7,57,18,5,39
M,E,O,68,117,75,53,31
F,A,M,51,48,70,40,38
F,B,O,93,25,76,72,41
F,B,Y,29,73,75,23,33
F,A,M,57,59,54,44,39
M,B,U,13,51,20,10,65
F,E,M,50,40,54,39,26
F,C,Y,17,91,56,13,57
F,C,O,85,37,64,66,23
F,D,M,45,53,65,35,35
F,E,U,7,116,12,5,28
F,B,O,84,32,56,65,55
M,C,U,12,42,11,9,48
M,C,M,42,50,77,33,43
F,D,Y,28,82,64,22,41
M,D,M,59,67,51,46,30
F,B,U,12,95,34,9,20
M,A,U,14,78,20,11,29
F,D,U,8,92,23,6,47
M,E,Y,23,114,68,18,34
M,B,U,12,109,21,9,62
F,D,M,52,50,79,40,33
M,D,M,47,31,75,37,34
M,D,U,13,82,28,10,46
M,C,O,87,42,72,68,47
M,C,Y,36,46,63,28,28
M,B,U,11,55,21,9,59
M,E,Y,25,115,66,19,43
M,A,M,52,85,65,40,38
F,D,O,81,26,57,63,23
F,A,M,51,44,68,40,38
M,D,U,13,84,24,10,46
M,B,O,80,54,46,62,60
F,B,O,76,31,72,59,51
M,C,O,98,50,75,76,34
F,B,M,58,55,67,45,65
M,E,M,43,109,63,33,38
M,E,U,8,26,20,6,41
F,B,O,74,39,60,58,32
F,E,O,92,41,72,72,33
M,A,M,43,69,63,33,36
M,D,O,83,106,78,65,22
F,E,M,63,53,56,49,41
F,B,M,209,56,71,163,24
F,C,M,59,65,45,46,51
F,C,O,78,32,84,61,31
M,C,Y,38,112,58,30,55
F,E,O,98,21,64,76,44
F,B,U,10,116,22,8,21
F,E,M,63,44,61,49,37
M,E,O,84,119,74,65,38
F,C,U,15,94,29,12,25
F,B,M,41,51,54,32,31
F,B,U,14,95,22,11,49
M,A,U,12,62,12,9,28
F,A,Y,19,76,59,15,30
M,B,O,68,56,63,53,31
F,E,M,40,61,71,31,29
M,E,Y,35,50,61,27,48
F,E,M,203,65,68,158,31
F,D,Y,16,86,54,12,45
M,C,M,58,28,59,45,53
F,B,U,12,117,15,9,22
F,C,U,15,104,23,12,28
F,A,Y,21,84,67,16,30
M,B,O,98,75,72,76,66
M,B,O,91,52,71,71,46
F,B,M,50,49,76,39,63
F,D,M,53,47,56,41,32
F,B,U,9,115,22,7,18
F,A,U,13,107,21,10,28
F,D,Y,35,78,65,27,38
M,C,Y,23,102,73,18,27
F,E,Y,33,96,66,26,46
F,A,O,87,38,73,68,47
F,C,M,49,64,77,38,31
M,A,Y,21,111,76,16,30
F,B,M,62,62,64,48,27
F,D,M,60,61,68,47,30
M,C,Y,26,104,61,20,40
F,C,Y,27,81,63,21,27
M,E,Y,23,116,70,18,26
M,B,Y,21,105,62,16,48
M,A,M,53,58,64,41,38
F,B,Y,36,71,65,28,28
F,D,O,77,42,65,60,24
M,B,M,47,48,58,37,59
F,E,O,94,26,70,73,46
F,E,U,8,92,8,6,34
F,E,M,43,51,66,33,37
F,C,U,7,113,26,5,26
F,B,O,92,37,74,72,43
M,E,M,57,26,56,44,30
M,C,U,12,64,23,9,36
F,E,O,70,38,78,54,45
M,C,M,53,37,76,41,34
M,D,O,76,26,70,59,25
F,A,U,10,115,29,8,27
M,D,Y,17,120,67,13,44
F,B,O,80,25,81,62,33
M,B,O,98,101,62,76,47
F,C,Y,37,64,59,29,34
M,D,M,46,94,66,36,35
M,B,M,50,39,60,39,69
F,A,U,204,118,30,159,25
M,A,O,79,38,57,61,45
M,D,Y,30,57,57,23,40
M,A,Y,16,50,64,12,29
M,C,O,82,38,65,64,22
M,B,M,48,86,54,37,62
M,D,M,54,47,62,42,32
M,A,U,6,30,18,5,27
F,E,U,6,112,32,5,36
F,E,U,13,103,16,10,35
F,A,M,53,40,75,41,38
F,A,M,47,65,61,37,37
M,A,U,13,38,26,10,28
F,C,Y,25,80,63,19,58
F,D,M,55,57,65,43,32
F,D,Y,22,89,47,17,43
M,C,U,13,37,16,10,45
M,C,Y,30,48,60,23,58
M,B,U,10,72,26,8,41
F,A,Y,20,94,78,16,30
M,E,U,5,30,22,4,40
M,A,U,12,115,18,9,28
M,B,M,42,37,70,33,23
F,A,O,74,36,67,58,43
M,D,M,49,31,61,38,34
F,D,Y,36,77,59,28,38
F,B,O,71,25,79,55,27
F,C,Y,16,67,75,12,28
F,E,Y,33,73,56,26,33
F,C,U,12,111,11,9,30
M,D,U,12,47,22,9,46
M,E,U,5,54,8,4,33
F,C,O,67,35,81,52,56
M,C,M,50,56,70,39,39
F,A,M,43,43,61,33,36
F,E,U,13,98,16,10,45
M,E,O,79,98,68,61,29
M,A,U,12,44,20,9,28
F,E,Y,21,69,57,16,33
M,B,O,93,23,65,72,31
F,B,Y,28,91,64,22,21
F,E,U,9,110,9,7,36
F,D,Y,17,90,59,13,44
M,A,M,40,91,64,31,35
M,D,U,11,96,14,9,46
M,A,Y,27,78,74,21,32
M,B,Y,24,30,72,19,64
M,A,M,63,79,65,49,41
F,E,Y,37,62,71,29,32
M,B,O,88,108,73,68,38
F,B,U,5,112,21,4,36
M,A,M,62,103,58,48,41
F,C,O,89,40,66,69,57
M,E,Y,28,61,64,22,37
F,B,O,93,29,61,72,57
M,D,U,11,31,1,9,46
M,B,M,50,55,51,39,67
M,D,O,76,26,55,59,25
M,A,M,50,38,77,39,37
M,A,Y,36,93,62,28,34
M,D,M,64,119,55,50,29
F,C,Y,207,89,56,161,39
F,B,O,98,24,77,76,43
F,B,U,8,102,26,6,35
M,A,U,9,99,20,7,27
F,C,M,56,50,65,44,42
M,C,Y,37,98,71,29,43
F,B,Y,17,68,68,13,24
F,A,M,46,51,60,36,37
F,C,Y,24,65,66,19,54
M,B,Y,19,73,51,15,69
M,A,Y,29,101,48,23,32
F,D,Y,18,70,69,14,44
F,E,Y,38,65,59,30,40
F,E,O,78,26,63,61,36
F,D,U,12,114,20,9,46
M,C,Y,22,44,55,17,24
F,D,U,6,118,23,5,48
F,A,U,7,107,28,5,27
F,B,M,53,45,64,41,53
F,D,O,94,36,74,73,19
F,B,O,66,32,70,51,38
M,D,O,89,65,73,69,20
M,E,U,15,43,25,12,36
F,C,U,13,101,20,10,39
M,C,O,92,21,73,72,25
F,D,U,12,105,21,9,46
M,A,Y,37,102,74,29,34
F,A,U,14,102,23,11,29
F,D,O,82,44,66,64,23
M,B,Y,34,60,72,26,20
F,C,U,6,101,21,5,28
F,E,O,73,24,74,57,50
F,C,M,59,44,59,46,42
F,E,M,56,46,74,44,26
F,A,M,62,57,58,48,41
F,D,M,52,52,70,40,33
M,A,U,7,118,26,5,27
M,E,U,7,31,19,5,46
F,D,U,5,99,19,4,48
M,D,U,10,77,8,8,47
M,B,M,43,21,60,33,60
M,B,O,78,34,62,61,63
F,E,O,95,30,78,74,49
F,D,Y,33,94,67,26,39
M,A,M,54,30,67,42,39
M,B,M,53,48,75,41,45
M,C,M,44,30,71,34,30
F,C,M,50,59,66,39,35
F,E,U,12,92,24,9,37
M,B,M,49,62,61,38,39
M,B,Y,23,35,80,18,40
F,B,O,80,33,59,62,66
F,C,O,73,29,66,57,52
M,D,Y,30,32,71,1.859948179,40
F,D,Y,21,91,57,16,43
M,B,Y,23,65,75,18,25
M,A,U,7,99,24,5,27
M,B,O,76,29,74,59,25
F,D,O,65,35,58,51,28
M,B,Y,25,79,61,19,49
F,E,O,91,28,68,71,32
M,A,M,47,38,58,37,37
M,E,O,97,93,77,75,36
F,B,O,79,41,66,61,52
F,B,U,14,110,23,11,46
M,C,U,14,102,20,11,40
F,E,U,11,102,17,9,44
F,E,U,14,113,24,11,42
F,B,O,94,38,55,73,20
M,E,Y,29,98,70,23,28
F,D,U,11,110,8,9,46
F,B,O,67,41,53,52,58
F,A,U,7,113,18,5,27
F,A,U,7,95,20,5,27
M,D,M,57,83,53,44,31
M,D,O,94,61,79,73,19
F,D,U,5,109,32,4,48
F,A,Y,27,94,64,21,32
M,C,M,48,42,43,37,39
F,B,U,8,105,20,6,44
M,D,Y,20,92,54,16,43
M,A,O,99,57,73,77,50
M,C,M,56,84,61,44,31
F,D,M,62,57,63,48,29
M,E,M,55,52,60,43,30
M,E,M,43,118,72,33,45
F,B,U,11,119,26,9,31
F,D,U,15,98,27,12,45
F,C,U,7,112,29,5,47
F,E,U,14,100,25,11,26
F,A,Y,29,90,56,23,32
M,E,O,80,117,63,62,28
M,D,Y,22,20,64,17,43
F,A,Y,18,73,58,14,29
M,B,O,85,113,69,66,60
F,B,U,8,99,18,6,50
M,D,O,90,116,55,70,20
F,B,M,53,50,59,41,47
F,E,Y,37,99,70,29,49
M,D,U,10,53,23,8,47
M,A,U,14,67,26,11,29
F,D,Y,20,90,41,16,43
F,B,O,70,32,63,54,56
M,E,Y,21,64,54,16,41
M,C,M,52,116,70,40,39
M,D,M,45,116,73,35,35
F,D,O,70,40,58,54,27
M,A,O,85,97,61,66,46
F,A,Y,31,90,58,24,33
M,C,U,10,38,23,8,46
F,D,U,9,119,18,7,47
F,D,M,54,64,68,42,32
M,D,U,15,65,32,12,45
F,E,Y,20,61,75,16,47
F,B,M,62,65,74,48,41
M,A,M,43,39,65,33,36
F,B,O,73,37,63,57,36
F,E,Y,32,82,70,25,36
M,E,U,13,31,18,10,47
M,A,Y,27,98,50,21,32
F,A,M,54,42,59,42,39
F,E,Y,33,73,64,26,37
F,E,U,13,102,18,10,31
M,C,M,58,117,64,45,55
M,E,O,73,67,72,57,29
F,D,Y,34,93,66,26,39
M,D,M,63,24,74,49,29
F,D,Y,22,88,70,17,43
F,E,O,72,35,56,56,50
M,D,U,14,102,23,11,45
M,D,Y,31,44,53,24,40
F,B,O,88,22,87,68,22
F,C,Y,24,83,76,19,22
M,A,M,46,75,71,36,37
M,E,Y,24,50,66,19,46
F,B,Y,20,75,67,16,67
F,E,U,11,113,15,9,47
M,D,O,90,90,69,70,20
M,C,O,84,108,45,65,22
M,B,M,49,27,76,38,35
M,B,Y,30,99,69,23,40
F,B,U,10,109,16,8,62
M,C,O,96,119,67,75,54
F,A,M,60,46,54,47,40
F,A,O,95,23,68,74,49
M,B,U,10,46,15,8,29
M,A,U,11,41,17,9,28
F,A,U,9,104,17,7,27
F,A,M,46,59,70,36,37
F,C,U,7,90,2,5,57
F,A,U,13,91,33,10,28
F,C,M,44,56,51,34,29
F,D,M,60,55,67,47,30
F,D,O,86,31,76,67,21
F,E,U,5,98,22,4,46
F,B,O,78,45,72,61,59
F,C,M,57,50,65,44,55
F,A,M,54,55,84,42,39
